ID,standard_name,link
OMIM:617339,"Epileptic encephalopathy, early infantile, 51",https://www.omim.org/entry/617339
OMIM:617341,Cerebroretinal microangiopathy with calcifications and cysts 2,https://www.omim.org/entry/617341
OMIM:617343,Hyperparathyroidism 4,https://www.omim.org/entry/617343
OMIM:617347,hyperlipoproteinemia type 3,https://www.omim.org/entry/617347
OMIM:617349,"Aortic aneurysm, familial thoracic 11, susceptibility to",https://www.omim.org/entry/617349
OMIM:617350,"Epileptic encephalopathy, early infantile, 52",https://www.omim.org/entry/617350
OMIM:617352,Mulchandani-Bhoj-Conlin syndrome,https://www.omim.org/entry/617352
OMIM:617360,"Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder",https://www.omim.org/entry/617360
OMIM:617364,Congenital heart defects and ectodermal dysplasia,https://www.omim.org/entry/617364
OMIM:617370,Peroxisome biogenesis disorder 10B,https://www.omim.org/entry/617370
OMIM:617383,"Avascular necrosis of femoral head, primary, 2",https://www.omim.org/entry/617383
OMIM:617384,"Hyperphenylalaninemia, MILD, non-bh4-deficient",https://www.omim.org/entry/617384
OMIM:617388,Autoinflammation with arthritis and dyskeratosis,https://www.omim.org/entry/617388
OMIM:617389,"Epileptic encephalopathy, early infantile, 53",https://www.omim.org/entry/617389
OMIM:617391,"Epileptic encephalopathy, early infantile, 54",https://www.omim.org/entry/617391
OMIM:617392,"Ectodermal dysplasia 13, Hair/tooth type",https://www.omim.org/entry/617392
OMIM:617393,"Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination",https://www.omim.org/entry/617393
OMIM:617394,"Sclerosing cholangitis, neonatal",https://www.omim.org/entry/617394
OMIM:617395,"Congenital disorder of glycosylation, type IIq",https://www.omim.org/entry/617395
OMIM:617396,Anauxetic dysplasia 2,https://www.omim.org/entry/617396
OMIM:617397,Pseudo-Torch syndrome 2,https://www.omim.org/entry/617397
OMIM:617402,"Cutis laxa, autosomal recessive, type IIC",https://www.omim.org/entry/617402
OMIM:617403,"Cutis laxa, autosomal recessive, type IID",https://www.omim.org/entry/617403
OMIM:617404,"Muscular dystrophy, congenital, with cataracts and intellectual disability",https://www.omim.org/entry/617404
OMIM:617405,Short-Rib thoracic dysplasia 17 with or without polydactyly,https://www.omim.org/entry/617405
OMIM:617406,Bardet-Biedl syndrome 21,https://www.omim.org/entry/617406
OMIM:617408,Diamond-Blackfan anemia 16,https://www.omim.org/entry/617408
OMIM:617409,Diamond-Blackfan anemia 17,https://www.omim.org/entry/617409
OMIM:617412,"Brachycephaly, trichomegaly, and developmental delay",https://www.omim.org/entry/617412
OMIM:617425,Immunoskeletal dysplasia with neurodevelopmental abnormalitie,https://www.omim.org/entry/617425
OMIM:617432,"Intellectual developmental disorder, autosomal recessive 60",https://www.omim.org/entry/617432
OMIM:617433,Retinitis pigmentosa 78,https://www.omim.org/entry/617433
OMIM:617435,Lopes-Maciel-Rodan syndrome,https://www.omim.org/entry/617435
OMIM:617439,Craniosynostosis 7,https://www.omim.org/entry/617439
OMIM:617441,"Thrombocytopenia, anemia, and myelofibrosis",https://www.omim.org/entry/617441
OMIM:617442,Premature ovarian failure 13,https://www.omim.org/entry/617442
OMIM:617443,"Bleeding disorder, platelet-type, 21",https://www.omim.org/entry/617443
OMIM:617450,Intellectual developmental disorder with gastrointestinal difficulties and high pain threshold,https://www.omim.org/entry/617450
OMIM:617452,"Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies",https://www.omim.org/entry/617452
OMIM:617460,Retinitis pigmentosa 79,https://www.omim.org/entry/617460
OMIM:617466,Townes-Brocks syndrome 2,https://www.omim.org/entry/617466
OMIM:617468,"Arthrogryposis multiplex congenita, neurogenic, with myelin defect",https://www.omim.org/entry/617468
OMIM:617475,Specific granule deficiency 2,https://www.omim.org/entry/617475
OMIM:617478,Structural heart defects and renal anomalies syndrome,https://www.omim.org/entry/617478
OMIM:617480,"46,xx sex reversal 4",https://www.omim.org/entry/617480
OMIM:617481,"Neurodevelopmental disorder with microcephaly, hypotonia, and variable brain anomalies",https://www.omim.org/entry/617481
OMIM:617493,Neurodevelopmental disorder with involuntary movements,https://www.omim.org/entry/617493
OMIM:617506,Noonan syndrome-like disorder with loose anagen hair 2,https://www.omim.org/entry/617506
OMIM:617507,Peho-Like syndrome,https://www.omim.org/entry/617507
OMIM:617514,Immunodeficiency 52,https://www.omim.org/entry/617514
OMIM:617516,Stankiewicz-Isidor syndrome,https://www.omim.org/entry/617516
OMIM:617519,"Neurodevelopmental disorder with hypotonia, neuropathy, and deafness",https://www.omim.org/entry/617519
OMIM:617520,"Microcephaly 18, primary, autosomal dominant",https://www.omim.org/entry/617520
OMIM:617523,Neurodevelopmental disorder with midbrain and hindbrain malformations,https://www.omim.org/entry/617523
OMIM:617524,Erythrokeratodermia variabilis et progressiva 2,https://www.omim.org/entry/617524
OMIM:617525,Erythrokeratodermia variabilis et progressiva 3,https://www.omim.org/entry/617525
OMIM:617526,Erythrokeratodermia variabilis et progressiva 4,https://www.omim.org/entry/617526
OMIM:617527,"Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies",https://www.omim.org/entry/617527
OMIM:617532,Intellectual developmental disorder with neuropsychiatric features,https://www.omim.org/entry/617532
OMIM:617537,Rahman syndrome,https://www.omim.org/entry/617537
OMIM:617540,"Pituitary adenoma 5, multiple types",https://www.omim.org/entry/617540
OMIM:617542,"Gaze palsy, familial horizontal, with progressive scoliosis, 2",https://www.omim.org/entry/617542
OMIM:617547,Retinal dystrophy with or without macular staphyloma,https://www.omim.org/entry/617547
OMIM:617557,Gabriele-De vries syndrome,https://www.omim.org/entry/617557
OMIM:617560,"Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy",https://www.omim.org/entry/617560
OMIM:617561,Cohen-Gibson syndrome,https://www.omim.org/entry/617561
OMIM:617562,Meckel syndrome 13,https://www.omim.org/entry/617562
OMIM:617563,Orofaciodigital syndrome XVI,https://www.omim.org/entry/617563
OMIM:617564,Meier-Gorlin syndrome 8,https://www.omim.org/entry/617564
OMIM:617565,Perrault syndrome 6,https://www.omim.org/entry/617565
OMIM:617571,"Ichthyosis, congenital, autosomal recessive 14",https://www.omim.org/entry/617571
OMIM:617572,Exudative vitreoretinopathy 7,https://www.omim.org/entry/617572
OMIM:617574,"Ichthyosis, congenital, autosomal recessive 13",https://www.omim.org/entry/617574
OMIM:617575,"Nephrotic syndrome, type 14",https://www.omim.org/entry/617575
OMIM:617576,Spermatogenic failure 18,https://www.omim.org/entry/617576
OMIM:617577,"Ciliary dyskinesia, primary, 37",https://www.omim.org/entry/617577
OMIM:617584,"Spinocerebellar ataxia, autosomal recessive 25",https://www.omim.org/entry/617584
OMIM:617585,Immunodeficiency 53,https://www.omim.org/entry/617585
OMIM:617591,Proteasome-Associated autoinflammatory syndrome 3,https://www.omim.org/entry/617591
OMIM:617592,Spermatogenic failure 19,https://www.omim.org/entry/617592
OMIM:617593,Spermatogenic failure 20,https://www.omim.org/entry/617593
OMIM:617595,Birk-Landau-Perez syndrome,https://www.omim.org/entry/617595
OMIM:617596,Maleylacetoacetate isomerase deficiency,https://www.omim.org/entry/617596
OMIM:617598,Mosaic variegated aneuploidy syndrome 3,https://www.omim.org/entry/617598
OMIM:617599,"Epileptic encephalopathy, early infantile, 55",https://www.omim.org/entry/617599
OMIM:617600,"Intellectual developmental disorder, autosomal dominant 45",https://www.omim.org/entry/617600
OMIM:617601,"Intellectual developmental disorder, autosomal dominant 46",https://www.omim.org/entry/617601
OMIM:617602,Congenital heart defects and skeletal malformations syndrome,https://www.omim.org/entry/617602
OMIM:617604,"Microcephaly, short stature, and limb abnormalities",https://www.omim.org/entry/617604
OMIM:617605,"Deafness, autosomal dominant 71",https://www.omim.org/entry/617605
OMIM:617606,"Deafness, autosomal dominant 72",https://www.omim.org/entry/617606
OMIM:617607,"Amelogenesis imperfecta, type IIIB",https://www.omim.org/entry/617607
OMIM:617609,"Nephrotic syndrome, type 15",https://www.omim.org/entry/617609
OMIM:617610,Polycystic kidney disease 5,https://www.omim.org/entry/617610
OMIM:617613,Multiple mitochondrial dysfunctions syndrome 5,https://www.omim.org/entry/617613
OMIM:617616,Skraban-Deardorff syndrome,https://www.omim.org/entry/617616
OMIM:617622,Joubert syndrome 30,https://www.omim.org/entry/617622
OMIM:617626,"Fibromatosis, gingival, 5",https://www.omim.org/entry/617626
OMIM:617629,Schizophrenia 19,https://www.omim.org/entry/617629
OMIM:617633,"Spinocerebellar ataxia, autosomal recessive 26",https://www.omim.org/entry/617633
OMIM:617635,"Intellectual developmental disorder, autosomal dominant 47",https://www.omim.org/entry/617635
OMIM:617637,"Deafness, autosomal recessive 106",https://www.omim.org/entry/617637
OMIM:617638,Immunodeficiency 11B with atopic dermatitis,https://www.omim.org/entry/617638
OMIM:617639,"Deafness, autosomal recessive 107",https://www.omim.org/entry/617639
OMIM:617641,"Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay",https://www.omim.org/entry/617641
OMIM:617642,"Polydactyly, postaxial, type A7",https://www.omim.org/entry/617642
OMIM:617643,"Cerebellar atrophy, developmental delay, and seizures",https://www.omim.org/entry/617643
OMIM:617644,Spermatogenic failure 21,https://www.omim.org/entry/617644
OMIM:617654,"Deafness, autosomal recessive 108",https://www.omim.org/entry/617654
OMIM:617660,"Vertebral, cardiac, renal, and limb defects syndrome 1",https://www.omim.org/entry/617660
OMIM:617661,"Vertebral, cardiac, renal, and limb defects syndrome 2",https://www.omim.org/entry/617661
OMIM:617662,"Joint laxity, short stature, and myopia",https://www.omim.org/entry/617662
OMIM:617663,"Deafness, autosomal dominant 73",https://www.omim.org/entry/617663
OMIM:617664,Combined oxidative phosphorylation deficiency 32,https://www.omim.org/entry/617664
OMIM:617665,"Epileptic encephalopathy, early infantile, 56",https://www.omim.org/entry/617665
OMIM:617666,Fraser syndrome 2,https://www.omim.org/entry/617666
OMIM:617667,Fraser syndrome 3,https://www.omim.org/entry/617667
OMIM:617668,"Encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities",https://www.omim.org/entry/617668
OMIM:617669,"Encephalopathy, progressive, early-onset, with brain atrophy and spasticity",https://www.omim.org/entry/617669
OMIM:617671,Helix syndrome,https://www.omim.org/entry/617671
OMIM:617672,"Neurodegeneration, childhood-onset, with brain atrophy",https://www.omim.org/entry/617672
OMIM:617675,"Myopathy, mitochondrial, and ataxia",https://www.omim.org/entry/617675
OMIM:617681,Blepharocheilodontic syndrome 2,https://www.omim.org/entry/617681
OMIM:617682,Pilarowski-Bjornsson syndrome,https://www.omim.org/entry/617682
OMIM:617686,"Pituitary adenoma 3, multiple types, somatic",https://www.omim.org/entry/617686
OMIM:617690,Ovarian dysgenesis 5,https://www.omim.org/entry/617690
OMIM:617691,Spinocerebellar ataxia 44,https://www.omim.org/entry/617691
OMIM:617694,Al Kaissi syndrome,https://www.omim.org/entry/617694
OMIM:617695,"Pontocerebellar hypoplasia, type 11",https://www.omim.org/entry/617695
OMIM:617698,"3-methylglutaconic aciduria, type IX",https://www.omim.org/entry/617698
OMIM:617706,Spermatogenic failure 22,https://www.omim.org/entry/617706
OMIM:617707,Spermatogenic failure 23,https://www.omim.org/entry/617707
OMIM:617709,"Neurodevelopmental disorder with microcephaly, ataxia, and seizures",https://www.omim.org/entry/617709
OMIM:617710,"Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures",https://www.omim.org/entry/617710
OMIM:617711,Developmental and epileptic encephalopathy 91,https://www.omim.org/entry/617711
OMIM:617712,Oocyte maturation defect 3,https://www.omim.org/entry/617712
OMIM:617713,Combined oxidative phosphorylation deficiency 33,https://www.omim.org/entry/617713
OMIM:617717,Auditory neuropathy and optic atrophy,https://www.omim.org/entry/617717
OMIM:617718,Immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia,https://www.omim.org/entry/617718
OMIM:617719,"Epiphyseal dysplasia, multiple, 7",https://www.omim.org/entry/617719
OMIM:617721,"Neuronopathy, distal hereditary motor, type IX",https://www.omim.org/entry/617721
OMIM:617729,Galloway-Mowat syndrome 3,https://www.omim.org/entry/617729
OMIM:617730,Galloway-Mowat syndrome 4,https://www.omim.org/entry/617730
OMIM:617731,Galloway-Mowat syndrome 5,https://www.omim.org/entry/617731
OMIM:617732,"Facial palsy, congenital, with ptosis and velopharyngeal dysfunction",https://www.omim.org/entry/617732
OMIM:617743,Oocyte maturation defect 4,https://www.omim.org/entry/617743
OMIM:617744,"Immunodeficiency, developmental delay, and hypohomocysteinemia",https://www.omim.org/entry/617744
OMIM:617746,Sweeney-Cox syndrome,https://www.omim.org/entry/617746
OMIM:617751,"Intellectual developmental disorder, autosomal dominant 48",https://www.omim.org/entry/617751
OMIM:617752,"Mental retardation, autosomal dominant 49",https://www.omim.org/entry/617752
OMIM:617755,Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies,https://www.omim.org/entry/617755
OMIM:617756,Erythrokeratodermia variabilis et progressiva 5,https://www.omim.org/entry/617756
OMIM:617757,Joubert syndrome 32,https://www.omim.org/entry/617757
OMIM:617760,"Myopathy, centronuclear, 6, with fiber-type disproportion",https://www.omim.org/entry/617760
OMIM:617761,Joubert syndrome 31,https://www.omim.org/entry/617761
OMIM:617762,"Leukodystrophy, progressive, early childhood-onset",https://www.omim.org/entry/617762
OMIM:617763,"Short stature, hearing loss, retinitis pigmentosa, and distinctive facies",https://www.omim.org/entry/617763
OMIM:617765,"Immunodeficiency, common variable, 14",https://www.omim.org/entry/617765
OMIM:617767,Joubert syndrome 33,https://www.omim.org/entry/617767
OMIM:617768,Kleefstra syndrome 2,https://www.omim.org/entry/617768
OMIM:617769,Spinocerebellar ataxia 45,https://www.omim.org/entry/617769
OMIM:617770,Spinocerebellar ataxia 46,https://www.omim.org/entry/617770
OMIM:617771,Developmental and epileptic encephalopathy 57,https://www.omim.org/entry/617771
OMIM:617772,"Deafness, autosomal dominant 34, with or without inflammation",https://www.omim.org/entry/617772
OMIM:617773,"Intellectual developmental disorder, autosomal recessive 61",https://www.omim.org/entry/617773
OMIM:617780,Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia,https://www.omim.org/entry/617780
OMIM:617781,Retinitis pigmentosa 80,https://www.omim.org/entry/617781
OMIM:617783,"Nephrotic syndrome, type 16",https://www.omim.org/entry/617783
OMIM:617784,"Fanconi anemia, complementation group W",https://www.omim.org/entry/617784
OMIM:617787,"Mental retardation, autosomal dominant 50",https://www.omim.org/entry/617787
OMIM:617788,"Intellectual developmental disorder, autosomal dominant 51",https://www.omim.org/entry/617788
OMIM:617796,"Intellectual developmental disorder, autosomal dominant 52",https://www.omim.org/entry/617796
OMIM:617798,"Intellectual developmental disorder, autosomal dominant 53",https://www.omim.org/entry/617798
OMIM:617799,"Intellectual developmental disorder, autosomal dominant 54",https://www.omim.org/entry/617799
OMIM:617800,"Microcephaly 19, primary, autosomal recessive",https://www.omim.org/entry/617800
OMIM:617802,"Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy",https://www.omim.org/entry/617802
OMIM:617804,Neurodevelopmental disorder with severe motor impairment and absent language,https://www.omim.org/entry/617804
OMIM:617805,Renal hypodysplasia/aplasia 3,https://www.omim.org/entry/617805
OMIM:617807,"Neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter",https://www.omim.org/entry/617807
OMIM:617808,Coffin-siris syndrome 6,https://www.omim.org/entry/617808
OMIM:617809,Geleophysic dysplasia 3,https://www.omim.org/entry/617809
OMIM:617810,Glycosylphosphatidylinositol biosynthesis defect 15,https://www.omim.org/entry/617810
OMIM:617816,Glycosylphosphatidylinositol biosynthesis defect 16,https://www.omim.org/entry/617816
OMIM:617820,"Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive",https://www.omim.org/entry/617820
OMIM:617821,"Ehlers-Danlos syndrome, arthrochalasia type, 2",https://www.omim.org/entry/617821
OMIM:617822,Alkuraya-Kucinskas syndrome,https://www.omim.org/entry/617822
OMIM:617825,Glucocorticoid deficiency 5,https://www.omim.org/entry/617825
OMIM:617827,Immunodeficiency 55,https://www.omim.org/entry/617827
OMIM:617829,"Epileptic encephalopathy, infantile or early childhood, 2",https://www.omim.org/entry/617829
OMIM:617830,Developmental and epileptic encephalopathy 58,https://www.omim.org/entry/617830
OMIM:617831,"Mental retardation, autosomal dominant 55, with seizures",https://www.omim.org/entry/617831
OMIM:617836,Developmental delay and seizures with or without movement abnormalities,https://www.omim.org/entry/617836
OMIM:617839,Amyotrophic lateral sclerosis 23,https://www.omim.org/entry/617839
OMIM:617854,"Intellectual developmental disorder, autosomal dominant 56",https://www.omim.org/entry/617854
OMIM:617862,"Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy",https://www.omim.org/entry/617862
OMIM:617863,"Intellectual developmental disorder, autosomal dominant 69",https://www.omim.org/entry/617863
OMIM:617864,Neurodevelopmental disorder with or without seizures and gait abnormalities,https://www.omim.org/entry/617864
OMIM:617865,"Neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features",https://www.omim.org/entry/617865
OMIM:617866,Short-Rib thoracic dysplasia 18 with polydactyly,https://www.omim.org/entry/617866
OMIM:617871,Retinitis pigmentosa 81,https://www.omim.org/entry/617871
OMIM:617872,Combined oxidative phosphorylation deficiency 34,https://www.omim.org/entry/617872
OMIM:617873,Combined oxidative phosphorylation deficiency 35,https://www.omim.org/entry/617873
OMIM:617874,Polycystic liver disease 3 with or without kidney cysts,https://www.omim.org/entry/617874
OMIM:617875,Polycystic liver disease 4 with or without kidney cysts,https://www.omim.org/entry/617875
OMIM:617877,"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies",https://www.omim.org/entry/617877
OMIM:617879,Leber congenital amaurosis with early-onset deafness,https://www.omim.org/entry/617879
OMIM:617882,"Charcot-Marie-Tooth disease, dominant intermediate G",https://www.omim.org/entry/617882
OMIM:617883,"Fanconi anemia, complementation group S",https://www.omim.org/entry/617883
OMIM:617885,Body mass index quantitative trait locus 19,https://www.omim.org/entry/617885
OMIM:617892,"Amyotrophic lateral sclerosis, susceptibility to, 24",https://www.omim.org/entry/617892
OMIM:617895,Short-Rib thoracic dysplasia 19 with or without polydactyly,https://www.omim.org/entry/617895
OMIM:617898,Multiple synostoses syndrome 4,https://www.omim.org/entry/617898
OMIM:617899,"Leukodystrophy, hypomyelinating, 14",https://www.omim.org/entry/617899
OMIM:617900,"Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 8",https://www.omim.org/entry/617900
OMIM:617903,Neurodevelopmental disorder with poor language and loss of hand skills,https://www.omim.org/entry/617903
OMIM:617904,"Epileptic encephalopathy, early infantile, 59",https://www.omim.org/entry/617904
OMIM:617907,"Erythrocytosis, familial, 5",https://www.omim.org/entry/617907
OMIM:617911,Diamond-Blackfan anemia-like,https://www.omim.org/entry/617911
OMIM:617912,"Congenital heart defects, multiple types, 5",https://www.omim.org/entry/617912
OMIM:617913,"Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities",https://www.omim.org/entry/617913
OMIM:617914,"Microcephaly 20, primary, autosomal recessive",https://www.omim.org/entry/617914
OMIM:617915,"Hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome",https://www.omim.org/entry/617915
OMIM:617916,Neurodegeneration with brain iron accumulation 7,https://www.omim.org/entry/617916
OMIM:617917,Neurodegeneration with brain iron accumulation 8,https://www.omim.org/entry/617917
OMIM:617920,"Amyloidosis, primary localized cutaneous, 3",https://www.omim.org/entry/617920
OMIM:617921,"Amyotrophic lateral sclerosis, susceptibility to, 25",https://www.omim.org/entry/617921
OMIM:617924,"Epilepsy, juvenile myoclonic, susceptibility to, 10",https://www.omim.org/entry/617924
OMIM:617925,Short-Rib thoracic dysplasia 20 with polydactyly,https://www.omim.org/entry/617925
OMIM:617926,Orofaciodigital syndrome XVII,https://www.omim.org/entry/617926
OMIM:617927,Orofaciodigital syndrome XVIII,https://www.omim.org/entry/617927
OMIM:617928,Keratoconus 9,https://www.omim.org/entry/617928
OMIM:617929,"Epileptic encephalopathy, early infantile, 60",https://www.omim.org/entry/617929
OMIM:617930,Chromosome 1p35 deletion syndrome,https://www.omim.org/entry/617930
OMIM:617931,Spinocerebellar ataxia 47,https://www.omim.org/entry/617931
OMIM:617933,"Epileptic encephalopathy, early infantile, 61",https://www.omim.org/entry/617933
OMIM:617935,"Epilepsy, familial focal, with variable foci 4",https://www.omim.org/entry/617935
OMIM:617936,Butyrylcholinesterase deficiency,https://www.omim.org/entry/617936
OMIM:617938,Developmental and epileptic encephalopathy 62,https://www.omim.org/entry/617938
OMIM:617941,Shwachman-Diamond syndrome 2,https://www.omim.org/entry/617941
OMIM:617948,Elliptocytosis-3,https://www.omim.org/entry/617948
OMIM:617950,Combined oxidative phosphorylation deficiency 36,https://www.omim.org/entry/617950
OMIM:617951,"Leukodystrophy, hypomyelinating, 15",https://www.omim.org/entry/617951
OMIM:617952,"Osteogenesis imperfecta, type XVIII",https://www.omim.org/entry/617952
OMIM:617954,Multiple mitochondrial dysfunctions syndrome 6,https://www.omim.org/entry/617954
OMIM:617959,Spermatogenic failure 24,https://www.omim.org/entry/617959
OMIM:617960,Spermatogenic failure 25,https://www.omim.org/entry/617960
OMIM:617961,Spermatogenic failure 26,https://www.omim.org/entry/617961
OMIM:617964,"Leukodystrophy, hypomyelinating, 16",https://www.omim.org/entry/617964
OMIM:617965,Spermatogenic failure 27,https://www.omim.org/entry/617965
OMIM:617967,"Hydrocephalus, congenital, 3, with brain anomalies",https://www.omim.org/entry/617967
OMIM:617970,"Rh-null disease, amorph type",https://www.omim.org/entry/617970
OMIM:617971,"Methemoglobinemia, Beta type",https://www.omim.org/entry/617971
OMIM:617973,"Methemoglobinemia, Alpha type",https://www.omim.org/entry/617973
OMIM:617974,"Spondyloepimetaphyseal dysplasia, DI Rocco type",https://www.omim.org/entry/617974
OMIM:617976,"Epileptic encephalopathy, early infantile, 63",https://www.omim.org/entry/617976
OMIM:617977,Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures,https://www.omim.org/entry/617977
OMIM:617980,Erythrocytosis 6,https://www.omim.org/entry/617980
OMIM:617981,Erythrocytosis 7,https://www.omim.org/entry/617981
OMIM:617982,Ververi-Brady syndrome,https://www.omim.org/entry/617982
OMIM:617983,"Microcephaly 21, primary, autosomal recessive",https://www.omim.org/entry/617983
OMIM:617984,"Microcephaly 22, primary, autosomal recessive",https://www.omim.org/entry/617984
OMIM:617985,"Microcephaly 23, primary, autosomal recessive",https://www.omim.org/entry/617985
OMIM:617988,Jaberi-Elahi syndrome,https://www.omim.org/entry/617988
OMIM:617991,"Developmental delay, intellectual disability, obesity, and dysmorphic features",https://www.omim.org/entry/617991
OMIM:617992,"Deafness, congenital heart defects, and posterior embryotoxon",https://www.omim.org/entry/617992
OMIM:617993,"Tumoral calcinosis, hyperphosphatemic, familial, 2",https://www.omim.org/entry/617993
OMIM:617994,"Tumoral calcinosis, hyperphosphatemic, familial, 3",https://www.omim.org/entry/617994
OMIM:617996,Oocyte maturation defect 5,https://www.omim.org/entry/617996
OMIM:618000,"Ehlers-Danlos syndrome, classic-like, 2",https://www.omim.org/entry/618000
OMIM:618003,"Deafness, autosomal recessive 57",https://www.omim.org/entry/618003
OMIM:618004,"Epileptic encephalopathy, early infantile, 64",https://www.omim.org/entry/618004
OMIM:618005,Congenital disorder of glycosylation with defective fucosylation 1,https://www.omim.org/entry/618005
OMIM:618006,"Leukodystrophy, hypomyelinating, 17",https://www.omim.org/entry/618006
OMIM:618008,Developmental and epileptic encephalopathy 65,https://www.omim.org/entry/618008
OMIM:618009,Intellectual developmental disorder 61,https://www.omim.org/entry/618009
OMIM:618010,Glycosylphosphatidylinositol biosynthesis defect 17,https://www.omim.org/entry/618010
OMIM:618011,Hyperekplexia 4,https://www.omim.org/entry/618011
OMIM:618012,Developmental and epileptic encephalopathy 93,https://www.omim.org/entry/618012
OMIM:618013,"Deafness, autosomal recessive 109",https://www.omim.org/entry/618013
OMIM:618014,Premature ovarian failure 14,https://www.omim.org/entry/618014
OMIM:618015,"Protoporphyria, erythropoietic, 2",https://www.omim.org/entry/618015
OMIM:618019,Rhizomelic skeletal dysplasia with or without Pelger-Huet anomaly,https://www.omim.org/entry/618019
OMIM:618021,Tetraamelia syndrome 2,https://www.omim.org/entry/618021
OMIM:618022,Humerofemoral hypoplasia with radiotibial ray deficiency,https://www.omim.org/entry/618022
OMIM:618027,Coffin-Siris syndrome 7,https://www.omim.org/entry/618027
OMIM:618031,"Corneal dystrophy, posterior polymorphous, 4",https://www.omim.org/entry/618031
OMIM:618036,"Charcot-Marie-Tooth disease, axonal, type 2DD",https://www.omim.org/entry/618036
OMIM:618042,Pulmonary alveolar proteinosis with hypogammaglobulinemia,https://www.omim.org/entry/618042
OMIM:618048,Proteasome-Associated autoinflammatory syndrome 2,https://www.omim.org/entry/618048
OMIM:618049,"Parkinsonism-dystonia, infantile, 2",https://www.omim.org/entry/618049
OMIM:618050,"Mental retardation, autosomal dominant 57",https://www.omim.org/entry/618050
OMIM:618052,"Cardiomyopathy, familial hypertrophic 27",https://www.omim.org/entry/618052
OMIM:618056,Neurodevelopmental disorder with cerebellar atrophy and with or without seizures,https://www.omim.org/entry/618056
OMIM:618057,"Drug metabolism, altered, CES1-related",https://www.omim.org/entry/618057
OMIM:618060,Intellectual developmental disorder with or without epilepsy or cerebellar ataxia,https://www.omim.org/entry/618060
OMIM:618061,Polycystic kidney disease 6 with or without polycystic liver disease,https://www.omim.org/entry/618061
OMIM:618063,"Ciliary dyskinesia, primary, 38",https://www.omim.org/entry/618063
OMIM:618065,"Pontocerebellar hypoplasia, type 1D",https://www.omim.org/entry/618065
OMIM:618067,"Epileptic encephalopathy, early infantile, 66",https://www.omim.org/entry/618067
OMIM:618074,"Epilepsy, familial adult myoclonic, 6",https://www.omim.org/entry/618074
OMIM:618075,"Epilepsy, familial adult myoclonic, 7",https://www.omim.org/entry/618075
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,https://www.omim.org/entry/618076
OMIM:618077,Inflammatory bowel disease 29,https://www.omim.org/entry/618077
OMIM:618078,Ovarian dysgenesis 6,https://www.omim.org/entry/618078
OMIM:618084,Peeling skin syndrome 6,https://www.omim.org/entry/618084
OMIM:618086,Spermatogenic failure 28,https://www.omim.org/entry/618086
OMIM:618087,"Spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits",https://www.omim.org/entry/618087
OMIM:618088,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",https://www.omim.org/entry/618088
OMIM:618089,Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities,https://www.omim.org/entry/618089
OMIM:618090,Neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum,https://www.omim.org/entry/618090
OMIM:618091,Spermatogenic failure 29,https://www.omim.org/entry/618091
OMIM:618092,"Intellectual developmental disorder with dysmorphic facies, speech delay, and T-cell abnormalities",https://www.omim.org/entry/618092
OMIM:618093,Spinocerebellar ataxia 48,https://www.omim.org/entry/618093
OMIM:618094,"Deafness, autosomal recessive 110",https://www.omim.org/entry/618094
OMIM:618095,"Intellectual developmental disorder, autosomal recessive 63",https://www.omim.org/entry/618095
OMIM:618096,Premature ovarian failure 15,https://www.omim.org/entry/618096
OMIM:618097,"Microcephaly, growth restriction, and increased sister chromatid exchange 2",https://www.omim.org/entry/618097
OMIM:618098,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5",https://www.omim.org/entry/618098
OMIM:618103,"Intellectual developmental disorder, autosomal recessive 64",https://www.omim.org/entry/618103
